ID,Lat,Lon,Target,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12
ID_7BR1I073QEZ2,34.12533868,70.73856201,0,1092.75,1373.5,1886.5,2271.0,2541.75,2661.25,2746.5,2806.0,2845.25,2897.0,3680.5,3316.25
ID_LH3TRH66RJNA,34.11644237,70.68619581,0,541.25,1173.0,1621.75,1807.5,2162.5,2575.5,2676.0,2770.75,2747.5,3294.25,3238.5,2807.75
ID_WI9BJXNUVVVJ,34.30077626,70.40652493,1,785.375,664.25,1099.375,1070.0,1689.0,3167.75,3532.625,3656.5,3688.5,3382.375,2648.5,1939.5
ID_WASJCJQPH101,34.08957119,70.6584281,1,139.5,72.25,369.0,243.25,870.0,2805.75,3475.25,3156.25,3587.25,3692.25,1769.5,997.5
ID_QHBMANMQPREC,34.25254092,70.31789525,1,394.875,668.375,1118.0,1001.75,1592.5,2976.625,3345.875,3338.25,3383.125,4057.5,2201.375,1520.25
ID_1XNW5PWHESVU,34.28615934,70.39997662,1,834.5,1133.375,1592.5,1851.375,2133.0,2692.375,2885.625,2861.75,3018.375,2988.75,3038.625,2574.125
ID_JIGQAR40H0YP,34.2642695,70.3565737,1,692.25,314.875,671.0,643.125,1526.625,2867.75,3543.5,3990.625,3667.5,3514.375,2439.125,1722.0
ID_9F6HQLKDBBCW,34.12124876,70.71294909,0,1164.25,1503.75,2123.25,2522.75,2707.25,2929.75,3018.0,3066.75,3088.75,3068.0,3613.25,3270.0
ID_I4KHK6Y6KDFY,34.27864291,70.32972096,0,1481.5,1987.75,2544.25,2989.375,3244.125,3274.875,3344.0,3421.375,3366.625,3182.25,4192.875,3842.375
ID_WVFJY6X3CSXS,34.26380094,70.35832091,1,301.125,414.25,839.875,757.5,1250.125,3192.0,3877.75,3582.625,4078.75,4087.875,2136.0,1321.75
ID_V582NH012WA8,34.29249735,70.3910207,0,1437.5,2438.5,2831.5,3057.625,3142.875,3016.25,3025.5,3070.0,2995.0,2854.125,3681.375,3498.625
ID_ZHMFRGK8ZYZX,34.30842679,70.38645559,1,693.125,196.375,644.125,497.625,1219.625,3290.5,3969.375,3978.0,4116.5,3560.25,2245.0,1412.875
ID_PIC5KT1B1QLP,34.27013033,70.35148256,0,1116.5,1847.75,2328.375,2591.25,2697.375,2884.0,2960.625,3004.875,3041.75,3035.625,3418.75,3087.125
ID_6NF7KLNUH5DU,34.08462909,70.68706187,1,65.5,135.75,446.5,319.75,861.25,2912.0,3773.5,3874.0,3942.5,3793.5,1682.75,923.75
ID_5SDY8K1CQJFX,34.24989042,70.33078732,1,423.0,627.125,1059.125,1055.0,1488.5,2828.375,3310.125,3235.75,3491.75,3345.75,2273.625,1545.0
ID_42JXTM6TL2HH,34.16085762,70.76212097,1,962.75,1246.75,1778.0,2148.5,2420.75,2590.0,2738.5,2798.0,2839.5,2936.0,3508.25,3095.0
ID_977NWSX8H95U,34.10283664,70.69160093,0,158.75,137.5,565.25,337.5,898.5,2764.5,3283.25,3207.25,3401.75,3530.0,1888.25,1103.25
ID_B8F33E7UM5YL,34.081523,70.69886627,0,1312.5,1895.0,2480.5,2958.75,3077.0,3312.0,3407.0,3579.25,3490.25,3199.0,4017.0,3535.5
ID_3UYQC3VP37VX,34.29602953,70.38097128,1,142.875,309.5,712.25,454.25,1135.5,3843.875,4694.25,4871.125,4709.375,4307.5,1967.5,1061.0
ID_NJVCQI6LZLLT,34.28327336,70.42684393,0,1376.375,1734.75,2207.875,2544.25,2674.375,2787.125,2877.625,2995.875,2907.75,2977.875,3475.5,3153.0
ID_SGTYWII6FPXV,34.2928223,70.40802,0,1734.125,2126.75,2583.5,2825.75,2952.25,2934.0,2997.625,3042.625,3021.875,2983.375,3591.75,3326.375
ID_UBCEP9JKKR3C,34.3061929,70.37072932,1,387.0,302.0,755.0,669.25,1357.25,2800.5,3234.25,3352.0,3434.0,3590.25,2044.75,1348.75
ID_D1NFOTF86MV2,34.2746759,70.34934289,0,1170.625,1504.5,1977.0,2263.25,2410.375,2692.875,2864.25,2599.625,2944.25,3174.125,3234.875,2796.25
ID_VDJ7RDIZ0GVR,34.24226775,70.31642297,1,215.75,222.0,528.25,424.0,950.5,2553.0,3255.0,3243.25,3418.25,3742.75,1737.75,1058.0
ID_8TPGJRN2S38X,34.12057584,70.75910009,1,578.75,253.0,621.5,583.0,1126.5,2607.0,3105.5,2974.0,3266.25,3277.5,1977.75,1323.75
ID_YQHCMAA5ZFWS,34.29855951,70.37940196,0,673.0,491.0,845.75,888.5,1248.625,3335.0,3920.125,3781.625,4064.875,3406.25,2392.75,1620.625
ID_LACUI1CIVQE3,34.266225,70.35631726,0,579.625,92.625,433.5,286.25,1135.875,3097.0,4107.5,4556.0,4143.25,3947.5,2322.125,1414.5
ID_VKA4TCB2C4QE,34.05891118,70.66630758,1,316.75,580.5,967.0,905.25,1396.5,2625.0,2979.5,3035.5,3104.0,3217.0,2276.75,1605.75
ID_5TJK3S2FXWGJ,34.08653055,70.69015502,0,620.75,1488.0,1792.5,2182.5,2411.75,2753.5,2974.75,2815.5,3051.75,3236.0,3141.5,2760.0
ID_G3MBBK2GN8HA,34.05537815,70.67442146,1,950.5,511.0,933.5,998.75,1824.5,2423.75,2623.5,2831.5,2726.25,2821.25,3057.75,2663.25
ID_7XB2G02AHPZP,34.2501881,70.32778285,0,1282.625,1979.25,2345.75,2512.0,2544.875,2528.375,2565.75,2627.875,2563.875,2232.375,3129.75,2801.375
ID_FUNQA2O629NJ,34.2663691,70.34951408,1,446.25,662.75,1139.75,1023.75,1581.0,3145.0,3307.5,3596.0,3515.75,3410.25,2140.25,1456.0
ID_N891V6PQ08U5,34.10758431,70.70671637,0,1011.75,1375.0,1927.75,2232.25,2506.0,2685.75,2806.25,2834.0,2882.75,2965.5,3474.75,3130.25
ID_P30IQ3RLKQOD,34.28479427,70.40311014,1,676.875,1012.125,1511.375,1662.0,2074.25,2648.625,2849.875,3020.75,2977.0,3039.875,3024.625,2482.25
ID_EYU12FP6UOFO,34.29806106,70.38105841,1,298.5,503.75,942.75,802.0,1353.5,3166.5,3798.875,3732.25,3924.875,3844.25,2227.375,1439.5
ID_B0VHWTPUJITS,34.05737364,70.67368245,1,490.5,456.25,877.0,909.75,1683.0,2686.5,2949.75,2967.25,3023.25,3040.25,2628.0,1973.25
ID_2M3R9EODLGS4,34.12211821,70.69597237,0,1003.75,1483.0,1974.5,2378.5,2582.5,2725.0,2845.75,2925.75,2926.25,3012.5,3825.5,3495.25
ID_6SB0JE6SHJ3L,34.30297412,70.41560677,1,497.5,849.25,1356.0,1391.5,1836.125,2902.75,3227.0,3151.75,3279.75,3416.375,2819.5,2180.625
ID_9CILZ9TGBH0T,34.29893735,70.37322218,1,79.375,250.75,645.125,558.25,1089.75,2850.875,3511.5,3628.5,3661.0,3555.875,1965.375,1212.875
ID_FHSW631M4N6O,34.29027174,70.42885686,0,1617.375,1981.0,2431.5,2643.375,2758.375,2779.75,2877.375,2934.0,2874.75,2883.125,3531.75,3304.0
ID_ZITFA0EJNEUQ,34.12790762,70.75925272,1,728.25,456.0,951.0,956.25,1645.5,2907.5,3324.75,3522.25,3339.0,3361.5,2597.75,1955.75
ID_F8OKGFOW3RG5,34.28273442,70.4033342,1,812.125,1008.0,1467.25,1782.125,2195.5,2642.625,2875.125,2799.5,2985.875,2963.0,3146.875,2605.25
ID_9W7U6HVV4ATO,34.05571088,70.6651257,0,430.75,834.0,1287.25,1473.5,1858.5,2670.25,3040.5,3090.25,3052.75,3258.75,2837.0,2415.25
ID_QHZUFA9TUBYU,34.10388815,70.69475723,1,330.25,394.0,844.5,749.75,1242.5,3099.5,3756.0,3611.0,3895.25,3808.75,2141.75,1338.5
ID_BU6G7UU67RZ9,34.29019851,70.39486779,1,805.25,1088.625,1571.875,1827.375,2178.75,2561.5,2757.875,2803.5,2879.875,2902.625,3008.375,2499.0
ID_9VZYXPCVYCV9,34.08613276,70.69520366,0,1420.5,1677.5,2244.5,2671.75,3264.75,3496.0,3557.5,3268.75,3628.0,3507.25,4097.0,3721.0
ID_8YSS6PROMXGT,34.10972348,70.70535783,0,1121.5,1610.5,2183.5,2576.25,2803.0,3007.5,3135.75,3230.5,3195.25,3448.0,3879.75,3373.25
ID_FJ6P26L0UFM2,34.11920328,70.75485172,0,948.0,1927.0,2579.5,2884.5,3298.75,3419.0,3512.5,3469.0,3543.25,3338.5,4104.0,3793.0
ID_WIVV3FC9UR2G,34.05966777,70.66318498,0,669.25,1136.5,1638.0,1992.0,2129.25,2662.5,2828.25,3017.75,3030.75,3127.75,3230.75,2791.75
ID_WMYWS7MZH87D,34.2686619,70.35210176,1,489.375,486.625,948.25,956.25,1460.5,3037.875,3591.875,3712.0,3793.75,3523.125,2313.0,1534.625
ID_NZR9VF6RQIJM,34.26255925,70.37221361,1,776.25,1157.5,1610.75,1962.5,2298.0,2847.0,3127.0,3243.25,3294.0,3507.125,3181.75,2491.875
ID_ZBJO86WI1GUK,34.25695047,70.35839643,0,715.875,1716.75,2158.25,2457.0,2665.375,3110.5,3321.75,3191.125,3512.0,3702.125,3472.375,2812.25
ID_IBP4H0SMTFSF,34.1541385,70.75888926,0,1132.0,1338.0,1817.5,2132.25,2403.5,2520.0,2634.0,2702.25,2749.5,2915.5,3626.25,3368.75
ID_HC2N17K8EQKR,34.29745221,70.42990804,1,1347.75,1699.0,2215.375,2600.875,2921.0,3012.375,3129.125,3104.875,3183.875,3214.0,3865.75,3553.0
ID_A5CWUD22SAN5,34.27005754,70.33410411,0,1090.25,1709.25,2160.375,2480.25,2560.75,2700.625,2799.75,2956.875,2895.875,3046.125,3514.375,3145.125
ID_VAMSOJ4CYQRT,34.07642894,70.69107683,0,787.0,1280.0,1804.75,1998.5,2412.5,2661.25,2789.0,2627.75,2770.0,2754.75,3010.0,2587.75
ID_LTQCRW9EV5WH,34.14078199,70.74978862,1,452.75,645.75,1071.75,1201.5,1706.0,2894.5,3318.75,3419.25,3519.75,3383.75,2592.5,1906.25
ID_397WUFK62O3K,34.1233411,70.71208702,1,462.0,467.0,900.5,895.5,1401.5,2990.75,3455.5,3419.75,3579.25,3368.5,2598.0,1824.75
ID_JBNE6SKLMZKP,34.10498638,70.69647276,1,455.5,601.5,1018.0,1020.5,1753.25,2941.5,3317.25,3481.0,3493.75,3565.25,2740.5,1955.5
ID_5WCHS8ORYR96,34.25287786,70.32133163,0,1193.75,1501.5,1952.0,2248.875,2651.5,2849.0,2988.625,2938.875,3091.75,3168.875,3643.375,3203.625
ID_X6C66ZFTRGGR,34.28264157,70.38449942,1,853.75,1522.25,2103.125,2388.75,2451.25,3110.5,3337.625,3036.125,3372.75,3399.125,3379.75,2932.75
ID_N0NDW4WP07G3,34.2811487,70.41305181,1,1026.5,1403.75,1937.5,2240.625,2512.0,2704.875,2842.25,3041.0,2939.0,2953.0,3468.75,3072.625
ID_MJKNX4B7CTKD,34.09408403,70.75666592,0,1071.0,1161.5,1634.5,1952.0,2250.25,2412.75,2549.0,2629.0,2697.5,2852.0,3554.25,3116.0
ID_VS67R41V7MWW,34.08246012,70.68476698,0,1048.25,1908.5,2275.0,2504.25,2509.25,2538.0,2632.5,2767.5,2664.5,2742.75,3295.75,3157.75
ID_OJPND0UHKZJT,34.2649011,70.35784562,0,633.125,724.0,1113.75,1205.25,1496.875,2621.375,3102.0,2952.0,3162.125,3419.875,2555.25,1995.875
ID_0WFSUTUVXSPF,34.27679174,70.34446278,1,452.375,652.25,1084.375,1020.375,1686.625,3263.375,3551.125,3239.125,3738.75,4126.0,2382.375,1630.0
ID_XEVFJJGJ5GVM,34.27967958,70.33247377,1,1025.125,1105.875,1657.875,2047.375,2531.0,3049.125,3262.625,3369.875,3432.875,3594.25,3454.125,2781.125
ID_OMQHS5RIACR1,34.24317874,70.30390067,1,110.75,368.5,775.0,620.75,1322.0,3223.75,3698.0,3628.25,3802.0,3753.75,1889.0,1113.0
ID_Y4G79G92Z32P,34.27110206,70.35483446,1,596.75,871.375,1365.5,1498.0,1838.125,2907.25,3261.25,3404.0,3397.75,3421.0,2731.625,1958.5
ID_BOOYHB38R6WL,34.28547034,70.4266858,1,808.125,1115.0,1556.0,1836.125,1962.25,2592.5,2771.125,2961.375,2918.875,2953.625,3014.125,2550.5
ID_0UOKF3J7DE4K,34.30396475,70.37827016,1,132.0,259.625,647.25,671.125,1345.5,2448.25,2930.125,3018.5,3089.0,3477.625,2036.875,1321.875
ID_0UPU3EOZMQMA,34.26884823,70.3510082,0,934.5,855.375,1261.75,1486.5,2262.75,2707.875,2931.0,3054.0,3037.75,3037.0,3267.0,2795.375
ID_QIO5YK010C2B,34.28754161,70.36516893,0,339.125,67.875,389.0,307.375,1092.25,2940.875,3582.125,3765.5,3776.25,3853.375,2065.0,1277.875
ID_3KVZM9GGNILC,34.30260308,70.40015527,0,1717.625,2207.75,2625.75,2892.75,2930.75,3196.125,3299.625,3176.5,3319.75,3259.75,3844.625,3449.125
ID_ZTPER4F6X49X,34.1026096,70.69411834,1,388.5,785.0,1269.5,1350.0,2024.0,3253.25,3614.25,3650.0,3796.5,3604.0,3036.0,2230.0
ID_5EDSR8JNKFN1,34.3117041,70.39649232,0,502.0,863.5,1271.5,1336.0,2031.625,2854.375,3140.625,3300.875,3255.375,3314.25,2948.25,2430.375
ID_HGTSM3SUOWOY,34.29469778,70.41759674,0,1649.625,1994.25,2493.375,2777.75,3029.75,3085.25,3147.625,3160.0,3208.375,3325.5,3727.625,3347.375
ID_KPR2EXPIZPEX,34.30104946,70.37643165,0,409.0,1160.25,1615.625,1670.25,1969.125,3070.375,3417.25,3340.75,3592.875,3658.625,2874.0,2301.25
ID_VETI66YG9PK7,34.12077987,70.69384823,0,900.25,1115.5,1707.5,2077.75,2577.0,2979.75,3147.0,3141.75,3179.5,3102.0,3511.5,3080.5
ID_84T5EB5EG8VL,34.30529668,70.39933509,0,559.125,1218.0,1680.25,1808.5,1775.625,2803.125,3192.25,3374.125,3335.375,3394.5,2555.875,1904.125
ID_I3S6UERI4CVX,34.24167166,70.31094936,1,384.75,290.75,706.0,431.25,1129.5,3150.25,3719.5,4038.25,3763.75,3504.25,2092.75,1251.75
ID_34AYAB1LEVW2,34.08538734,70.6912668,1,533.75,342.75,667.0,602.75,1252.25,2892.0,3469.25,3624.0,3599.5,3319.25,2171.75,1531.5
ID_QWC2Z6LGH1XD,34.29026289,70.37353562,1,182.0,116.5,437.0,303.5,1206.875,2976.25,3781.75,4230.5,3981.5,3987.125,2191.125,1415.125
ID_Q4HMFRQPX9C7,34.10218392,70.70060661,0,338.25,718.75,1181.5,1296.5,1830.0,2405.0,2629.0,2658.5,2694.5,2939.75,2567.25,2023.25
ID_NY499KLMSBQU,34.29550718,70.41609237,0,1730.875,2390.5,2849.75,3146.0,3331.375,3372.75,3454.75,3370.5,3426.125,3407.625,3791.0,3409.5
ID_9VW7VCSOMGHV,34.2555935,70.33198207,1,610.0,305.125,616.875,597.375,1322.25,2899.125,3507.125,3668.625,3597.75,3667.75,2168.0,1507.5
ID_IA0HWG6J9UPP,34.07909524,70.71177743,1,134.5,145.25,459.0,298.25,974.0,2658.5,3194.25,3380.25,3296.0,3463.0,1702.25,1046.25
ID_INDUL05ZKDV7,34.12007119,70.68275342,0,893.5,1012.0,1584.25,1675.25,2204.25,3228.0,3494.25,3672.25,3573.0,3364.5,3432.25,2716.25
ID_WCBHP14BIDGK,34.30208739,70.41214109,0,592.5,396.875,779.75,831.625,1429.875,2868.625,3332.875,3600.375,3551.125,3558.125,2573.75,1843.875
ID_EHEVAAG5OVYD,34.29534687,70.40341353,1,1085.375,1174.625,1679.625,1942.0,2387.0,2614.875,2802.625,2740.375,2895.625,2933.0,3404.75,2954.5
ID_OLQJXWHJXXBI,34.24935224,70.30547262,0,1496.25,1809.25,2307.75,2697.25,2815.375,2823.875,2878.25,2976.75,2940.125,3053.875,3656.375,3305.5
ID_PLG96AG0W25H,34.07983356,70.70838649,0,468.75,950.25,1367.0,1547.0,2083.75,2773.5,2982.75,3250.0,3088.0,3154.5,2839.25,2410.75
ID_FTVG593ESV7J,34.16602943,70.77148668,1,753.75,1397.0,1944.0,2223.75,2621.75,3088.25,3248.0,3339.0,3315.5,3151.75,3505.25,3083.75
ID_9MK8TZTNFPMW,34.25579557,70.35174526,0,815.25,1565.25,1940.25,2223.25,2521.75,2745.5,2881.75,2826.0,2956.625,3187.625,3257.75,2953.0
ID_GUF0SUN8R0AX,34.10338219,70.70370289,0,728.75,894.75,1315.5,1496.75,1778.5,2011.5,2095.5,2085.0,2118.75,2179.25,2730.25,2408.75
ID_JBFTN6GD5D66,34.1731694,70.77218754,0,928.5,1276.0,1791.0,2109.25,2383.0,2650.25,2788.75,2936.25,2913.5,2752.5,3400.25,3042.0
ID_E58V7AAL5SXZ,34.16202446,70.76237605,0,825.75,1134.5,1614.75,2026.0,2378.75,2551.25,2681.0,2718.5,2779.5,2710.5,3466.0,3181.0
ID_3TXXF6824U60,34.29352519,70.42682118,0,1608.0,1757.75,2208.5,2395.5,2623.0,2653.75,2713.875,2705.75,2710.75,2824.625,3202.125,2959.75
ID_89W2TPXQV4GF,34.29853421,70.38972872,1,717.125,802.625,1291.875,1285.875,1767.75,2662.5,2980.0,3251.75,3020.375,3305.625,2600.125,1978.75
ID_FDHS3Y6YIR1C,34.30712957,70.3796555,1,1231.0,1259.875,1788.25,1986.5,2360.625,2590.625,2716.125,2758.75,2812.875,2905.125,3053.875,2645.125
ID_PC2YKKTPD6CH,34.29051993,70.40713331,0,1427.625,1826.25,2246.625,2539.5,2648.5,2632.5,2719.75,2779.625,2763.375,2772.125,3372.125,3072.375
ID_LG2WATALLKN6,34.26180491,70.36023888,0,988.875,1464.0,1942.875,2139.625,2545.375,2908.875,3074.625,3269.25,3163.75,3133.875,3314.25,2922.5
ID_RMCE9D7IYTAE,34.28686794,70.34099577,0,1010.375,1549.0,2050.0,2444.75,2465.375,2949.125,3102.0,3090.875,3162.375,3189.375,3409.75,3029.375
ID_0J6C9UOYGZ7M,34.30152294,70.40080268,1,630.375,1313.25,1788.75,2184.25,2514.375,2703.375,2881.375,2976.5,3012.75,3330.875,3403.375,2870.75
ID_1S2K2LTVAHM6,34.11975211,70.7539169,0,720.5,1321.0,1817.25,2141.75,2461.25,2665.5,2770.75,2879.5,2854.5,3254.0,3430.25,3058.25
ID_HFMHA8YD8Y2X,34.14500236,70.75133445,0,1042.0,1645.5,2151.0,2598.75,2617.0,2630.0,2762.75,2958.5,2851.75,2933.25,3601.0,3412.5
ID_QA1I9O27BBD5,34.30132475,70.42416045,1,558.875,902.125,1436.75,1731.125,2063.0,2859.0,3174.625,3426.0,3400.375,3510.375,3068.75,2291.625
ID_OJ8J05J2NDVS,34.05667514,70.66142031,0,614.75,680.75,1102.25,1182.0,1866.75,2544.25,2787.75,2540.5,2817.0,3087.0,2879.25,2300.0
ID_LQ227VHHYQAY,34.29606061,70.36995579,0,1399.0,1677.5,2214.125,2626.75,2961.625,3059.25,3174.875,3164.75,3222.5,3345.875,4002.5,3592.375
ID_HG77TH9IASHK,34.2870228,70.33767397,1,765.5,967.875,1551.375,1960.125,2477.75,2970.125,3220.375,3147.875,3342.5,3469.25,3422.375,2761.125
ID_2BAPSQCW7CVR,34.29150844,70.40821889,0,1531.875,1634.75,2051.5,2382.25,2610.0,2652.625,2749.875,2694.875,2823.875,2991.0,3468.25,3129.625
ID_0YTEIUA7FS6V,34.0931037,70.75165057,1,398.75,280.0,716.25,731.0,1384.25,2614.25,3093.5,3285.25,3270.75,3470.5,2193.25,1524.25
ID_DZ0ASIZIIPFI,34.3122807,70.38906799,1,230.625,692.0,1162.75,1337.25,1600.75,2698.5,3173.75,3224.125,3374.125,3576.625,2281.5,1532.25
ID_DAIGFK3AT6SK,34.29479237,70.39973823,1,925.375,1420.75,1912.75,2252.125,2490.5,2703.125,2863.0,2955.875,2975.125,2989.75,3512.125,3041.875
ID_6YQYMF69AM0P,34.09716053,70.75051432,1,735.0,380.25,787.5,797.0,1422.25,2882.25,3514.0,3683.0,3751.75,3419.75,2479.0,1656.25
ID_Z0FMR5D6IW5I,34.2830683,70.34381125,1,882.125,1352.5,1910.0,2170.125,2722.25,3205.75,3438.5,3514.5,3575.625,3535.375,3540.0,2861.5
ID_THUM4VQJD2WE,34.24600587,70.29788732,0,1581.5,2159.5,2725.75,3137.75,3276.25,3306.0,3412.25,3544.0,3424.25,3274.0,3986.5,3666.5
ID_D7LQANIDQBRP,34.26662926,70.36835074,0,1714.625,2295.25,2720.0,2990.0,3054.25,3007.625,3057.375,3128.0,3087.125,3114.5,3693.875,3359.0
ID_Y462DG9G355B,34.09280972,70.66773005,1,1168.0,1151.75,1733.25,1996.0,2268.75,3110.0,3327.25,3404.75,3466.5,3491.0,3192.75,2599.5
ID_1SHU6WUR7OQD,34.09857832,70.69616206,0,1278.75,1314.5,1789.5,2131.75,2572.25,2704.0,2831.75,2632.75,2871.25,2984.25,3603.25,3207.25
ID_F41TFOL8PF88,34.28415824,70.34923252,1,470.875,885.875,1409.25,1538.125,2102.375,3069.625,3307.875,3386.75,3487.5,3526.75,2956.5,2255.625
ID_2NAL788ZSLC3,34.25527557,70.35743387,1,858.625,1187.0,1768.75,1835.5,2520.375,3247.25,3445.5,3879.625,3574.25,3693.0,3200.0,2474.875
ID_6O40E83GVRSG,34.09735861,70.75529491,0,1196.0,1816.0,2285.0,2499.75,2141.0,2489.75,2497.5,2804.75,2614.25,3022.5,3141.75,2767.75
ID_HPX4ZCC7YCS1,34.29604347,70.4212875,0,1695.625,2027.25,2561.25,2935.625,3180.5,3219.875,3291.375,3232.25,3322.5,3295.0,3896.25,3541.75
ID_RCI9OPKUU9K2,34.12480963,70.68735325,1,445.0,198.5,624.25,505.25,1168.75,2821.5,3342.25,3634.0,3455.5,3337.75,2243.0,1549.5
ID_4JCWXGVL735R,34.11019473,70.70703704,0,789.75,1460.75,2032.75,2372.5,2727.75,3026.0,3203.25,3195.0,3289.25,3340.5,3717.0,3245.0
ID_OF8ANXERJOMZ,34.09333668,70.75731312,0,1125.0,1412.5,1948.0,2369.0,2736.5,2901.25,3051.0,3119.25,3093.25,3014.25,3773.0,3316.0
ID_RTAIZ246LB87,34.27082169,70.34268469,1,781.0,309.125,608.25,673.375,1618.125,2458.375,2673.375,2542.5,2840.5,3294.875,2409.5,1823.75
ID_I5WGZ9UTOCJQ,34.26849307,70.34987415,1,1065.375,992.375,1489.25,1642.875,2128.375,2989.5,3379.125,3495.625,3547.625,3541.125,3076.375,2370.5
ID_YIXDLKPWC4FB,34.28347829,70.34237767,1,804.25,1109.5,1638.125,1868.5,2386.375,2981.0,3250.0,3360.125,3407.75,3422.875,3385.625,2713.25
ID_FTZXRVIWFK2E,34.281846,70.3420682,0,938.5,1813.5,2393.0,2812.0,2827.125,3075.875,3211.5,3389.0,3344.0,3194.875,3647.625,3149.625
ID_9EU0DH7XCXQJ,34.12124216,70.75769217,0,450.0,1367.0,1918.0,2281.5,2056.0,2795.5,3024.5,3096.5,3170.5,3287.25,2986.5,2464.5
ID_0EFVK1SGR2SJ,34.12012097,70.68869916,0,302.0,589.75,1062.75,1108.75,1537.5,2656.25,3026.25,3085.5,3120.5,3292.75,2613.75,1894.75
ID_6WYCFMB4OXHU,34.2781947,70.32845328,0,1487.125,1395.5,1937.375,2330.0,2597.5,2720.625,2824.375,2846.75,2872.125,3086.875,3567.75,3120.5
ID_0UIRWBPQGYJN,34.29320987,70.3419697,0,1159.125,1545.125,2077.0,2571.75,2731.875,2730.625,2835.625,2867.125,2840.5,2830.625,3692.5,3531.75
ID_00MJRGGCU6WE,34.14171912,70.75385026,0,627.0,1217.0,1726.25,2034.0,2332.5,2835.75,3104.75,3007.0,3204.25,3122.5,3232.25,2721.25
ID_GVPWK2O7UPM4,34.26256666,70.33833261,0,1541.625,2114.75,2637.0,2962.875,2813.375,2781.5,2850.875,3152.5,2924.375,3014.375,3439.0,3117.375
ID_CZ9C033YKQPQ,34.27150445,70.34795236,1,796.375,1567.25,2124.0,2260.625,2815.875,3399.25,3656.0,3767.125,3739.875,3769.25,3523.125,2881.5
ID_457173Z6182K,34.24441158,70.29785947,0,1609.25,1933.0,2443.5,2737.5,3008.75,3029.0,3096.0,3004.0,3138.5,3105.0,3752.25,3457.5
ID_F8BV89TZJ33W,34.30926578,70.39092916,1,276.25,206.75,577.25,500.25,1154.625,2630.25,3317.875,3438.0,3524.125,3612.5,1854.375,1149.5
ID_6P6XU02WLLFH,34.06263393,70.66422228,1,234.75,251.5,643.0,506.5,1022.75,2698.75,3229.5,3245.0,3332.5,3447.75,1768.25,1078.5
ID_0J55X8JBK9RF,34.25759386,70.35742601,0,602.75,1620.0,1909.0,2217.0,2122.5,2852.375,3248.75,3180.625,3307.375,3439.125,2979.375,2404.125
ID_60K7SKOGNGNP,34.2977152,70.41296804,1,608.875,566.0,1082.125,1116.25,1922.0,3007.375,3406.5,3654.125,3508.5,3223.875,2805.5,2056.375
ID_YOP9PVE96EMA,34.28677609,70.3345845,0,964.0,1293.625,1809.875,2270.875,2516.0,2810.875,2970.0,3009.625,3043.75,3201.625,3664.0,3191.125
ID_PYCR05IA2YVN,34.29612479,70.39554111,1,1489.5,1310.125,1818.0,2148.25,2510.0,2613.75,2743.25,2780.0,2831.125,2924.375,3518.625,3142.75
ID_J3GNSGW4EM5S,34.29573995,70.36658904,0,1342.125,1615.0,2105.375,2531.875,2769.375,2825.375,2895.0,2908.25,2950.875,2949.25,3640.0,3240.0
ID_MBTQ2UE1BPOL,34.23918434,70.29861094,1,227.25,91.0,443.0,280.25,868.75,3017.5,4042.5,4189.0,4177.0,3966.75,1675.25,985.75
ID_TSJHODO5F07C,34.29258498,70.37183501,1,406.25,715.75,1152.125,1314.375,1870.75,2823.0,3224.625,3384.0,3400.625,3399.5,2871.75,2069.875
ID_96J5XW6OWECO,34.28664526,70.36941253,1,692.625,848.5,1356.75,1353.5,2062.625,3465.5,3817.625,3610.125,3856.75,3530.125,2797.5,2203.75
ID_ISQVJW9ATJQ3,34.2489507,70.31293549,1,462.75,199.75,499.0,369.375,864.625,3100.25,4203.125,4270.0,4313.5,3704.75,1632.125,915.0
ID_IU71LWOGFPFR,34.28579703,70.3757329,1,802.75,504.75,866.5,921.625,1630.375,2738.875,3237.0,3441.375,3394.625,3262.625,2619.625,1900.375
ID_2HCP6WLQIRQ6,34.08948823,70.69684896,0,1353.5,1802.5,2432.5,2875.0,3238.75,3289.75,3376.25,3365.25,3425.5,3238.25,4090.75,3707.25
ID_ZHUCM7DVXYX5,34.08219851,70.70610503,0,1615.75,2056.5,2654.0,3154.25,3432.5,3492.25,3575.75,3643.0,3651.5,3617.75,4470.75,4031.25
ID_GZIZMPT4FI0Q,34.16203701,70.76630245,1,350.5,533.5,1002.5,1369.0,1952.5,2617.75,2961.0,3155.0,3244.75,3266.75,2892.0,2120.25
ID_NF3FVY8MP322,34.26905012,70.36065098,1,283.5,556.875,911.5,866.625,1530.5,2967.125,3455.0,3928.125,3606.5,3754.75,2495.5,1755.875
ID_ZUBD7JBTTH59,34.23797395,70.29871054,0,1679.0,2138.5,2872.5,3489.25,3841.25,3897.5,3965.75,3823.0,3953.5,3928.5,4525.5,4115.5
ID_TKKR9GB7POPT,34.07887041,70.6931875,0,963.0,1375.5,1961.25,2349.25,2570.25,2856.5,2979.5,2993.25,3019.0,3080.0,3482.25,3030.25
ID_1K25M2JRTT1Z,34.1529642,70.76213961,0,994.75,1390.5,1888.5,2221.0,2412.25,2537.25,2651.75,2740.5,2758.25,2762.75,3738.0,3591.5
